State,Location Code,Education,Gender,Coverage,EmploymentStatus,Marital Status,Renew Offer Type,Vehicle Class,Vehicle Size,Policy,Policy Type,Sales Channel,Months Since Last Claim,Months Since Policy Inception,Income,Total Claim Amount,Monthly Premium Auto,Number of Open Complaints,Number of Policies,Customer Lifetime Value,Response
California,Urban,Master,M,Basic,Employed,Married,Offer3,Four-Door Car,Medsize,Personal L1,Personal Auto,Agent,9,60,26990,297.864823,65,1,2,15445.66166,No
Washington,Rural,College,F,Extended,Employed,Married,Offer3,Four-Door Car,Medsize,Personal L2,Personal Auto,Agent,34,19,46644,150.688024,84,0,1,3355.528168,No
California,Rural,Master,F,Basic,Employed,Married,Offer2,Four-Door Car,Medsize,Personal L3,Personal Auto,Branch,12,9,33462,112.425578,72,0,1,2874.08847,No
Oregon,Suburban,Bachelor,F,Basic,Employed,Married,Offer4,Four-Door Car,Medsize,Personal L3,Personal Auto,Branch,7,54,66880,340.8,71,0,1,2846.645431,No
Arizona,Urban,Bachelor,M,Basic,Employed,Married,Offer2,Four-Door Car,Medsize,Personal L1,Personal Auto,Web,5,66,88680,201.762191,66,0,2,23813.52051,No
Oregon,Suburban,High School or Below,M,Extended,Unemployed,Single,Offer1,Two-Door Car,Medsize,Corporate L2,Corporate Auto,Branch,4,78,0,568.8,79,0,4,5313.467001,No
Washington,Suburban,College,M,Extended,Employed,Married,Offer4,Four-Door Car,Medsize,Personal L2,Personal Auto,Call Center,7,33,75132,446.4,93,2,1,3730.144916,No
California,Suburban,Master,F,Extended,Unemployed,Single,Offer1,Sports Car,Medsize,Personal L2,Personal Auto,Branch,15,47,0,650.52179,122,0,9,9031.214859,Yes
California,Suburban,High School or Below,F,Basic,Employed,Married,Offer4,Four-Door Car,Small,Personal L2,Personal Auto,Call Center,18,24,56617,355.2,74,0,3,5931.28489,No
California,Rural,College,F,Extended,Employed,Divorced,Offer4,Four-Door Car,Medsize,Personal L3,Personal Auto,Agent,6,52,75638,108.69654,83,4,2,9429.080755,No
California,Suburban,Bachelor,F,Basic,Disabled,Married,Offer1,SUV,Medsize,Personal L1,Personal Auto,Web,20,52,24982,523.2,109,4,7,7613.049819,No
Washington,Rural,High School or Below,F,Extended,Employed,Married,Offer2,Four-Door Car,Medsize,Personal L3,Personal Auto,Agent,6,56,40348,26.314753,83,0,1,3313.014405,No
Arizona,Suburban,College,F,Basic,Employed,Divorced,Offer1,Four-Door Car,Small,Personal L3,Personal Auto,Agent,22,2,24083,340.453606,63,1,2,7317.014254,No
Oregon,Urban,Bachelor,F,Basic,Employed,Divorced,Offer4,Four-Door Car,Small,Personal L1,Personal Auto,Call Center,3,46,81538,272.844816,66,0,1,2665.737082,No
Oregon,Urban,College,M,Extended,Employed,Divorced,Offer2,Four-Door Car,Medsize,Personal L2,Personal Auto,Call Center,0,41,62873,207.75186,81,0,1,3230.576665,Yes
Oregon,Rural,High School or Below,M,Premium,Employed,Married,Offer2,SUV,Medsize,Personal L3,Personal Auto,Agent,22,58,66245,181.501424,145,0,2,17367.27409,No
Oregon,Suburban,Bachelor,M,Basic,Unemployed,Divorced,Offer1,SUV,Small,Personal L3,Personal Auto,Branch,22,20,0,734.4,102,0,2,10595.81033,No
California,Suburban,College,M,Premium,Disabled,Divorced,Offer4,SUV,Small,Personal L3,Personal Auto,Agent,16,47,26303,956.589903,165,0,1,5999.380228,No
California,Suburban,Bachelor,F,Basic,Employed,Married,Offer3,Four-Door Car,Medsize,Corporate L2,Corporate Auto,Call Center,11,51,58620,340.8,71,0,2,17006.00256,No
California,Suburban,Bachelor,M,Basic,Disabled,Married,Offer1,Sports Car,Large,Personal L2,Personal Auto,Branch,8,50,18375,535.080276,103,0,1,3954.344534,Yes
Nevada,Urban,College,F,Extended,Employed,Divorced,Offer1,Four-Door Car,Small,Personal L3,Personal Auto,Web,15,46,30944,348.216284,92,0,1,3589.372361,No
Arizona,Suburban,College,M,Premium,Employed,Married,Offer1,SUV,Medsize,Personal L3,Personal Auto,Agent,9,67,59630,888,185,0,1,7329.777554,No
Nevada,Rural,Bachelor,F,Basic,Employed,Married,Offer1,Luxury SUV,Medsize,Corporate L3,Corporate Auto,Branch,19,80,53957,61.554272,184,0,1,7380.570445,No
Oregon,Suburban,High School or Below,M,Extended,Employed,Single,Offer4,Four-Door Car,Small,Corporate L3,Corporate Auto,Call Center,6,31,44385,465.6,97,0,7,7472.672033,No
Oregon,Suburban,High School or Below,M,Basic,Unemployed,Married,Offer2,Sports Car,Medsize,Personal L3,Personal Auto,Agent,1,58,0,856.8,119,0,7,8500.12195,No
California,Suburban,High School or Below,F,Premium,Employed,Married,Offer2,SUV,Medsize,Corporate L1,Corporate Auto,Agent,3,25,25561,983.374985,163,0,2,19357.79964,No
California,Urban,High School or Below,M,Premium,Employed,Married,Offer1,SUV,Small,Corporate L2,Corporate Auto,Call Center,0,85,85956,510.381882,145,0,1,5846.114411,No
Arizona,Suburban,High School or Below,F,Basic,Unemployed,Married,Offer1,Four-Door Car,Small,Personal L3,Personal Auto,Agent,26,79,0,311.404068,61,1,1,2231.786517,No
Oregon,Suburban,Bachelor,M,Extended,Employed,Married,Offer3,SUV,Small,Corporate L3,Corporate Auto,Call Center,23,38,37406,1134.960471,122,1,1,4864.527356,No
California,Suburban,High School or Below,F,Basic,Employed,Married,Offer3,Sports Car,Medsize,Personal L1,Personal Auto,Agent,5,66,39053,547.2,114,0,1,4594.292826,No
Oregon,Suburban,High School or Below,M,Extended,Employed,Single,Offer2,Four-Door Car,Medsize,Personal L3,Personal Auto,Call Center,11,55,24475,604.8,84,3,1,3044.003202,No
Washington,Suburban,Bachelor,M,Basic,Employed,Married,Offer2,Two-Door Car,Medsize,Personal L3,Personal Auto,Agent,4,65,92296,331.2,69,0,1,2759.978287,Yes
Oregon,Suburban,High School or Below,M,Extended,Employed,Married,Offer2,Two-Door Car,Medsize,Personal L2,Personal Auto,Branch,19,51,29484,446.4,93,0,2,11064.29047,No
California,Suburban,College,M,Premium,Unemployed,Single,Offer1,Four-Door Car,Medsize,Personal L3,Personal Auto,Branch,19,50,0,820.8,114,0,3,7555.828789,No
Oregon,Rural,College,M,Extended,Employed,Married,Offer1,Two-Door Car,Medsize,Personal L2,Personal Auto,Web,25,73,48088,134.828318,94,0,4,7469.557777,No
California,Suburban,Bachelor,M,Basic,Employed,Married,Offer4,Two-Door Car,Small,Personal L2,Personal Auto,Branch,20,47,21366,302.4,63,0,3,4920.492369,No
Arizona,Suburban,High School or Below,M,Basic,Medical Leave,Single,Offer1,SUV,Medsize,Special L3,Special Auto,Call Center,1,88,17101,542.4,113,0,2,12298.6863,Yes
Washington,Suburban,High School or Below,F,Basic,Unemployed,Single,Offer1,Four-Door Car,Small,Personal L3,Personal Auto,Agent,3,59,0,460.8,64,0,4,4630.363287,No
California,Suburban,College,M,Basic,Retired,Married,Offer2,Two-Door Car,Medsize,Personal L2,Personal Auto,Agent,7,43,26802,316.8,66,1,5,4636.54647,Yes
Arizona,Urban,High School or Below,M,Basic,Employed,Married,Offer3,Four-Door Car,Large,Personal L3,Personal Auto,Branch,32,10,89025,179.251604,64,0,2,20467.71796,No
California,Suburban,Bachelor,M,Basic,Unemployed,Married,Offer3,SUV,Medsize,Personal L3,Personal Auto,Branch,23,76,0,748.8,104,0,1,3792.829528,No
California,Suburban,Bachelor,F,Extended,Employed,Married,Offer3,Luxury SUV,Medsize,Personal L3,Personal Auto,Agent,29,72,52228,1056,220,1,8,17526.17908,No
California,Suburban,High School or Below,F,Extended,Unemployed,Married,Offer2,SUV,Medsize,Personal L3,Personal Auto,Web,13,91,0,694.357961,126,0,1,4715.469193,No
California,Suburban,College,M,Basic,Unemployed,Divorced,Offer2,Four-Door Car,Large,Personal L3,Personal Auto,Web,11,30,0,344.288189,63,0,1,2288.763508,No
California,Urban,College,M,Basic,Employed,Married,Offer3,Four-Door Car,Medsize,Personal L3,Personal Auto,Agent,1,43,83086,320.486645,71,3,3,5670.132321,No
Washington,Suburban,High School or Below,M,Extended,Employed,Married,Offer4,Four-Door Car,Large,Personal L3,Personal Auto,Call Center,21,76,53214,436.8,91,0,3,7228.993348,No
Oregon,Suburban,Bachelor,F,Premium,Employed,Single,Offer2,Luxury Car,Medsize,Special L3,Special Auto,Agent,16,43,51643,1358.4,283,0,1,11009.13049,Yes
Arizona,Suburban,High School or Below,M,Basic,Employed,Married,Offer2,Four-Door Car,Medsize,Corporate L2,Corporate Auto,Agent,21,50,73168,425.800112,70,0,3,5639.941974,Yes
Washington,Suburban,Bachelor,F,Premium,Unemployed,Married,Offer1,Luxury Car,Medsize,Personal L3,Personal Auto,Branch,26,94,0,2145.6,298,0,1,11196.46002,No
California,Suburban,College,F,Extended,Unemployed,Single,Offer1,Two-Door Car,Large,Personal L2,Personal Auto,Call Center,1,94,0,648,90,0,2,12840.43291,No
Oregon,Rural,Doctor,M,Basic,Employed,Married,Offer2,Sports Car,Medsize,Personal L2,Personal Auto,Branch,24,21,61246,159.239518,110,0,3,8828.380695,No
Washington,Urban,High School or Below,M,Premium,Employed,Married,Offer1,Four-Door Car,Medsize,Corporate L3,Corporate Auto,Call Center,26,74,32762,326.926833,112,0,2,13268.79263,No
California,Suburban,College,M,Basic,Unemployed,Single,Offer4,Two-Door Car,Medsize,Personal L2,Personal Auto,Call Center,21,54,0,496.8,69,5,3,3728.874098,No
Nevada,Suburban,High School or Below,F,Extended,Unemployed,Divorced,Offer1,Sports Car,Large,Personal L3,Personal Auto,Branch,9,85,0,957.6,133,0,1,4983.114656,No
Washington,Suburban,College,M,Extended,Unemployed,Single,Offer1,SUV,Medsize,Personal L3,Personal Auto,Agent,12,4,0,604.8,126,0,2,13727.79972,Yes
California,Rural,College,F,Basic,Employed,Single,Offer4,Four-Door Car,Medsize,Personal L2,Personal Auto,Branch,31,19,64127,72.862304,71,0,2,8343.751519,No
Oregon,Urban,High School or Below,M,Basic,Unemployed,Married,Offer3,Two-Door Car,Medsize,Personal L3,Personal Auto,Branch,9,54,0,308.54976,67,0,2,7191.831645,No
Washington,Suburban,Bachelor,F,Extended,Retired,Single,Offer1,Four-Door Car,Medsize,Personal L3,Personal Auto,Branch,7,31,16794,460.8,96,0,2,13759.14695,No
Nevada,Rural,Bachelor,M,Extended,Employed,Married,Offer1,Four-Door Car,Medsize,Personal L3,Personal Auto,Branch,19,30,31930,37.699658,83,0,2,9788.713108,No
Oregon,Urban,Master,M,Extended,Employed,Single,Offer4,Two-Door Car,Medsize,Special L1,Special Auto,Branch,13,74,74918,314.246507,85,0,1,3360.44356,No
Oregon,Rural,Bachelor,M,Extended,Employed,Married,Offer4,SUV,Small,Personal L2,Personal Auto,Agent,3,64,70742,211.68058,124,1,1,4887.794108,No
Oregon,Urban,College,M,Basic,Employed,Married,Offer2,Four-Door Car,Medsize,Corporate L3,Corporate Auto,Web,23,19,64801,268.471802,64,0,2,7582.113842,Yes
California,Urban,Bachelor,F,Basic,Employed,Single,Offer1,Four-Door Car,Medsize,Personal L2,Personal Auto,Agent,23,70,48829,300.312635,64,1,1,2516.213745,No
California,Suburban,Doctor,F,Extended,Employed,Single,Offer2,Four-Door Car,Small,Personal L3,Personal Auto,Agent,7,35,73853,427.2,89,0,1,3571.34607,No
Arizona,Suburban,High School or Below,M,Extended,Unemployed,Single,Offer2,Four-Door Car,Medsize,Personal L1,Personal Auto,Agent,25,23,0,712.8,99,0,2,9868.595441,No
Oregon,Rural,Bachelor,M,Basic,Employed,Married,Offer3,Four-Door Car,Medsize,Personal L3,Personal Auto,Branch,11,80,66844,104.977375,70,4,5,5375.821564,No
California,Suburban,High School or Below,F,Basic,Disabled,Single,Offer1,Two-Door Car,Small,Corporate L3,Corporate Auto,Web,34,11,11904,292.8,61,2,3,4254.620669,Yes
California,Urban,Bachelor,M,Extended,Employed,Single,Offer1,Four-Door Car,Medsize,Personal L2,Personal Auto,Agent,25,34,56869,269.406119,83,3,1,3061.052283,No
Arizona,Suburban,Bachelor,M,Basic,Unemployed,Single,Offer1,Two-Door Car,Large,Personal L1,Personal Auto,Branch,3,54,0,482.4,67,0,1,2414.770722,No
Washington,Suburban,Bachelor,F,Basic,Unemployed,Single,Offer2,Four-Door Car,Medsize,Personal L3,Personal Auto,Agent,20,44,0,326.4,68,1,7,4526.52638,No
Arizona,Urban,College,M,Basic,Employed,Married,Offer2,Four-Door Car,Medsize,Corporate L3,Corporate Auto,Call Center,13,75,59325,229.686659,71,0,3,5635.294733,No
Arizona,Suburban,High School or Below,F,Basic,Unemployed,Divorced,Offer1,Sports Car,Large,Corporate L3,Corporate Auto,Agent,19,60,0,552,115,0,9,8254.698836,No
Washington,Suburban,High School or Below,M,Premium,Unemployed,Single,Offer2,Two-Door Car,Medsize,Personal L2,Personal Auto,Agent,30,29,0,806.4,112,1,3,7320.070571,No
California,Suburban,High School or Below,M,Basic,Employed,Single,Offer2,SUV,Medsize,Personal L3,Personal Auto,Web,6,20,25927,674.973614,103,0,1,3933.813993,Yes
Arizona,Suburban,College,M,Basic,Unemployed,Divorced,Offer1,Four-Door Car,Medsize,Corporate L3,Corporate Auto,Agent,31,79,0,493.055291,71,0,1,2433.089468,No
California,Rural,Bachelor,M,Basic,Employed,Married,Offer3,Two-Door Car,Medsize,Corporate L3,Corporate Auto,Call Center,15,46,83073,10.42277,71,0,3,5706.955563,No
Oregon,Suburban,High School or Below,F,Basic,Unemployed,Married,Offer2,Four-Door Car,Medsize,Personal L3,Personal Auto,Agent,14,36,0,350.4,73,2,1,2585.444463,No
Oregon,Suburban,College,F,Extended,Unemployed,Divorced,Offer2,Four-Door Car,Medsize,Special L3,Special Auto,Agent,4,4,0,420.041981,87,3,1,2659.70565,Yes
Arizona,Suburban,College,F,Basic,Unemployed,Married,Offer1,Four-Door Car,Small,Personal L1,Personal Auto,Branch,17,11,0,345.6,72,1,3,5310.861767,No
Arizona,Rural,College,F,Basic,Employed,Married,Offer1,Four-Door Car,Medsize,Personal L3,Personal Auto,Agent,23,68,35301,128.643975,74,0,7,5874.820212,No
California,Suburban,College,F,Basic,Disabled,Divorced,Offer2,Sports Car,Medsize,Personal L2,Personal Auto,Call Center,6,59,21829,532.8,111,0,3,8579.889155,No
Washington,Suburban,Bachelor,F,Premium,Medical Leave,Married,Offer2,Two-Door Car,Small,Personal L2,Personal Auto,Branch,7,5,15142,792.609747,116,0,3,8903.966435,No
Arizona,Suburban,Doctor,F,Basic,Unemployed,Married,Offer2,Two-Door Car,Medsize,Corporate L3,Corporate Auto,Call Center,28,76,0,340.8,71,0,2,8149.769437,No
Arizona,Suburban,Bachelor,M,Basic,Employed,Married,Offer2,Four-Door Car,Small,Personal L3,Personal Auto,Call Center,6,1,58498,321.6,67,3,1,2570.162134,No
Nevada,Suburban,High School or Below,F,Basic,Employed,Married,Offer2,Four-Door Car,Medsize,Personal L2,Personal Auto,Branch,12,57,64592,307.2,64,0,1,2585.56013,No
California,Suburban,Bachelor,M,Basic,Employed,Divorced,Offer3,Two-Door Car,Medsize,Corporate L1,Corporate Auto,Call Center,11,12,80306,340.8,71,0,1,2844.849804,No
California,Rural,Bachelor,F,Basic,Employed,Married,Offer2,Sports Car,Medsize,Personal L3,Personal Auto,Branch,28,31,29105,272.612048,117,0,1,4633.550875,No
Arizona,Rural,Bachelor,F,Extended,Employed,Married,Offer4,Four-Door Car,Medsize,Personal L1,Personal Auto,Agent,5,11,47137,161.640052,84,0,5,6678.899026,No
Nevada,Suburban,College,F,Basic,Unemployed,Single,Offer1,Two-Door Car,Medsize,Corporate L2,Corporate Auto,Agent,5,54,0,446.4,62,0,1,2222.865016,No
Washington,Suburban,Doctor,F,Basic,Unemployed,Married,Offer1,SUV,Medsize,Corporate L3,Corporate Auto,Call Center,19,2,0,723.786607,109,0,3,8522.759016,No
Oregon,Suburban,High School or Below,F,Basic,Unemployed,Single,Offer1,SUV,Medsize,Personal L3,Personal Auto,Branch,27,58,0,1000.850446,100,0,2,25082.1789,No
Washington,Urban,College,F,Extended,Employed,Married,Offer1,Two-Door Car,Small,Corporate L2,Corporate Auto,Call Center,25,92,66711,366.381387,86,0,1,3479.260311,No
Oregon,Rural,High School or Below,F,Basic,Employed,Married,Offer1,Two-Door Car,Medsize,Corporate L3,Corporate Auto,Web,17,50,48943,105.068788,65,0,2,7851.582939,No
Arizona,Suburban,Bachelor,F,Basic,Unemployed,Single,Offer1,Four-Door Car,Small,Personal L3,Personal Auto,Agent,20,48,0,511.2,71,0,1,2509.508795,No
Oregon,Suburban,High School or Below,F,Basic,Employed,Single,Offer1,Two-Door Car,Small,Personal L3,Personal Auto,Agent,8,90,34807,472.043042,73,0,1,2854.26694,No
Oregon,Urban,High School or Below,F,Basic,Employed,Single,Offer1,SUV,Small,Personal L3,Personal Auto,Agent,12,59,52583,528.20086,113,0,7,8879.790017,Yes
California,Suburban,Master,M,Basic,Unemployed,Married,Offer3,Sports Car,Medsize,Corporate L2,Corporate Auto,Branch,6,51,0,617.396701,111,0,4,8392.618913,No
Washington,Suburban,High School or Below,F,Basic,Employed,Married,Offer4,Four-Door Car,Large,Personal L3,Personal Auto,Call Center,29,20,92589,312,65,0,9,5279.478432,No
Oregon,Rural,College,M,Basic,Employed,Married,Offer1,Sports Car,Medsize,Personal L2,Personal Auto,Agent,34,80,96689,37.802583,103,0,5,8272.330818,No
Nevada,Suburban,High School or Below,M,Basic,Unemployed,Single,Offer1,Four-Door Car,Medsize,Corporate L2,Corporate Auto,Call Center,28,19,0,525.6,73,0,2,7662.429999,No
California,Suburban,Doctor,M,Extended,Employed,Married,Offer1,SUV,Medsize,Personal L3,Personal Auto,Agent,26,9,76594,832.453791,122,1,1,4899.977003,No
Arizona,Urban,Bachelor,M,Basic,Employed,Married,Offer1,Sports Car,Small,Personal L3,Personal Auto,Branch,18,74,83777,377.354191,112,0,1,4508.862933,No
Washington,Suburban,College,F,Extended,Employed,Married,Offer2,Four-Door Car,Medsize,Special L1,Special Auto,Agent,15,27,20954,534.501024,78,0,1,3094.320237,No
Nevada,Rural,Master,M,Basic,Employed,Single,Offer4,SUV,Medsize,Personal L1,Personal Auto,Agent,0,0,84491,156.282093,110,0,1,4383.150505,No
Oregon,Rural,Bachelor,F,Basic,Employed,Single,Offer2,Four-Door Car,Medsize,Personal L2,Personal Auto,Web,11,2,89451,61.769564,63,0,1,2530.705137,Yes
Arizona,Urban,High School or Below,F,Basic,Employed,Married,Offer1,SUV,Medsize,Personal L2,Personal Auto,Web,0,60,85132,501.134524,106,5,3,8291.659086,No
Arizona,Suburban,College,M,Basic,Disabled,Single,Offer2,SUV,Small,Personal L2,Personal Auto,Agent,2,88,11193,820.8,114,0,6,8164.31273,No
Oregon,Suburban,High School or Below,F,Basic,Medical Leave,Married,Offer2,Four-Door Car,Small,Personal L1,Personal Auto,Call Center,13,90,28806,292.8,61,0,1,2337.35182,No
Washington,Suburban,High School or Below,M,Premium,Employed,Married,Offer2,Two-Door Car,Small,Corporate L3,Corporate Auto,Agent,23,19,76184,532.8,111,0,3,9002.409572,No
California,Rural,College,M,Extended,Employed,Married,Offer2,Sports Car,Medsize,Corporate L2,Corporate Auto,Agent,35,93,66429,57.712985,136,0,1,5389.499465,Yes
California,Suburban,High School or Below,F,Basic,Employed,Married,Offer2,Four-Door Car,Small,Personal L1,Personal Auto,Call Center,10,10,43278,326.4,68,0,1,2721.585434,No
California,Suburban,College,M,Extended,Retired,Single,Offer1,Four-Door Car,Medsize,Personal L3,Personal Auto,Agent,21,35,13528,412.8,86,0,3,6005.847375,Yes
California,Suburban,Bachelor,M,Basic,Employed,Single,Offer2,Four-Door Car,Small,Personal L3,Personal Auto,Call Center,12,61,74015,471.443077,72,0,6,5555.830205,Yes
Nevada,Suburban,Bachelor,F,Extended,Employed,Married,Offer2,SUV,Medsize,Personal L2,Personal Auto,Agent,20,11,54507,702.990032,138,0,1,5470.060561,Yes
Oregon,Urban,Master,F,Premium,Unemployed,Married,Offer2,Four-Door Car,Medsize,Personal L3,Personal Auto,Branch,3,52,0,439.352186,119,5,2,15610.90065,No
Arizona,Suburban,College,M,Basic,Employed,Divorced,Offer1,Two-Door Car,Medsize,Corporate L2,Corporate Auto,Agent,6,27,72302,316.8,66,0,1,2616.613903,Yes
Oregon,Suburban,Bachelor,F,Basic,Disabled,Married,Offer3,Four-Door Car,Medsize,Personal L2,Personal Auto,Call Center,2,94,14606,439.772868,72,5,4,4681.52815,No
Arizona,Suburban,Master,M,Basic,Unemployed,Divorced,Offer1,Four-Door Car,Small,Personal L1,Personal Auto,Branch,21,59,0,689.282166,68,0,7,4890.1093,No
Arizona,Suburban,College,F,Basic,Employed,Married,Offer3,Luxury SUV,Medsize,Personal L2,Personal Auto,Agent,6,49,43406,897.6,187,0,1,7457.344801,No
Arizona,Rural,Master,F,Basic,Employed,Single,Offer1,Two-Door Car,Medsize,Corporate L2,Corporate Auto,Call Center,0,97,60426,133.284622,62,0,2,22185.88045,No
California,Suburban,Bachelor,M,Basic,Medical Leave,Single,Offer2,Two-Door Car,Medsize,Personal L3,Personal Auto,Agent,9,94,26334,340.8,71,0,3,5305.087084,No
Washington,Urban,College,F,Extended,Employed,Married,Offer2,Four-Door Car,Medsize,Personal L3,Personal Auto,Call Center,22,96,22514,203.469143,80,0,2,9470.624437,No
Arizona,Suburban,Doctor,F,Extended,Employed,Married,Offer2,Four-Door Car,Medsize,Personal L3,Personal Auto,Agent,6,97,76114,422.4,88,0,1,3548.148767,No
Oregon,Rural,Bachelor,M,Basic,Employed,Married,Offer3,Two-Door Car,Medsize,Personal L2,Personal Auto,Call Center,27,0,48791,69.794432,62,3,1,2451.535793,No
California,Urban,Bachelor,M,Premium,Employed,Married,Offer3,Two-Door Car,Medsize,Corporate L2,Corporate Auto,Branch,2,72,65605,377.781658,111,2,7,8652.652451,No
Oregon,Suburban,High School or Below,F,Basic,Employed,Divorced,Offer3,Four-Door Car,Small,Personal L3,Personal Auto,Call Center,3,30,69259,362.51794,63,0,1,2535.223185,No
Oregon,Suburban,High School or Below,F,Basic,Unemployed,Single,Offer1,Four-Door Car,Small,Personal L3,Personal Auto,Call Center,16,42,0,460.8,64,1,5,4314.065657,No
Oregon,Suburban,High School or Below,F,Basic,Unemployed,Single,Offer4,Four-Door Car,Medsize,Corporate L3,Corporate Auto,Agent,0,5,0,446.4,62,0,2,6731.050335,No
Oregon,Urban,Bachelor,F,Basic,Employed,Single,Offer1,Four-Door Car,Medsize,Personal L2,Personal Auto,Agent,7,22,90969,190.751345,65,0,2,7779.588181,No
Nevada,Urban,College,M,Extended,Employed,Single,Offer2,Four-Door Car,Medsize,Personal L3,Personal Auto,Web,30,93,50180,360.499075,77,3,1,2805.286098,No
Washington,Rural,Master,M,Basic,Employed,Single,Offer1,Four-Door Car,Large,Personal L2,Personal Auto,Call Center,14,75,41991,88.382536,67,0,3,5251.968272,No
Arizona,Urban,Bachelor,M,Basic,Employed,Married,Offer2,Four-Door Car,Medsize,Personal L3,Personal Auto,Agent,29,39,71391,284.000172,67,0,2,8044.872393,Yes
California,Suburban,High School or Below,F,Basic,Unemployed,Single,Offer1,Four-Door Car,Small,Personal L3,Personal Auto,Agent,17,1,0,292.8,61,1,7,4250.282624,Yes
Arizona,Suburban,College,F,Basic,Employed,Divorced,Offer2,Four-Door Car,Medsize,Corporate L3,Corporate Auto,Web,2,0,70725,336,70,0,2,13891.67638,No
Oregon,Rural,Master,F,Basic,Employed,Married,Offer2,Four-Door Car,Large,Personal L2,Personal Auto,Web,2,70,36650,56.60333,69,1,1,2725.356404,Yes
Washington,Rural,High School or Below,M,Basic,Employed,Married,Offer1,SUV,Medsize,Personal L3,Personal Auto,Agent,9,90,54194,112.268583,119,1,1,4779.893422,No
Oregon,Rural,Bachelor,F,Basic,Medical Leave,Married,Offer1,Two-Door Car,Medsize,Personal L2,Personal Auto,Agent,12,17,23554,142.459804,61,0,6,4808.957973,No
Arizona,Urban,College,M,Basic,Employed,Married,Offer2,Sports Car,Medsize,Corporate L3,Corporate Auto,Agent,23,45,62464,400.181882,109,0,4,8658.863813,Yes
Oregon,Suburban,College,F,Basic,Employed,Married,Offer1,SUV,Small,Personal L3,Personal Auto,Agent,14,33,71888,552,115,0,4,9215.541928,No
California,Urban,College,M,Basic,Employed,Single,Offer2,Four-Door Car,Medsize,Corporate L2,Corporate Auto,Agent,9,32,80846,227.183015,65,0,9,5068.426258,No
Oregon,Suburban,College,M,Basic,Unemployed,Single,Offer1,Four-Door Car,Medsize,Personal L3,Personal Auto,Agent,7,84,0,321.6,67,0,5,4879.713235,No
Arizona,Suburban,High School or Below,F,Basic,Disabled,Married,Offer2,SUV,Small,Corporate L3,Corporate Auto,Agent,11,9,11432,571.2,119,0,2,13466.92071,Yes
Oregon,Urban,College,F,Premium,Employed,Married,Offer1,SUV,Medsize,Personal L3,Personal Auto,Call Center,10,4,39017,592.85751,170,2,3,13306.18451,No
California,Suburban,Bachelor,M,Basic,Unemployed,Single,Offer2,Sports Car,Medsize,Personal L3,Personal Auto,Branch,7,54,0,777.6,108,0,4,7350.182328,No
Arizona,Rural,Bachelor,M,Basic,Employed,Divorced,Offer1,Four-Door Car,Medsize,Corporate L1,Corporate Auto,Branch,24,84,73769,121.654567,61,0,6,4822.436037,No
Arizona,Rural,Master,F,Extended,Employed,Married,Offer1,Four-Door Car,Large,Personal L2,Personal Auto,Branch,4,83,58557,55.510526,88,0,1,3554.845264,Yes
Nevada,Suburban,College,M,Extended,Unemployed,Single,Offer2,Four-Door Car,Small,Corporate L3,Corporate Auto,Call Center,12,6,0,707.264022,91,0,1,3135.579831,No
Oregon,Suburban,College,F,Premium,Employed,Married,Offer2,SUV,Medsize,Personal L3,Personal Auto,Branch,10,34,48367,772.8,161,0,2,57520.50151,No
Arizona,Suburban,College,M,Basic,Employed,Married,Offer1,Four-Door Car,Medsize,Personal L3,Personal Auto,Web,1,55,39718,366.531664,65,2,1,2515.411468,No
Oregon,Suburban,College,F,Extended,Unemployed,Married,Offer1,Four-Door Car,Large,Personal L2,Personal Auto,Agent,31,64,0,460.8,96,1,3,7247.495684,No
Oregon,Suburban,High School or Below,F,Basic,Employed,Married,Offer4,Two-Door Car,Small,Corporate L3,Corporate Auto,Branch,2,83,43358,400.294938,61,0,6,4878.950256,No
California,Urban,Bachelor,F,Extended,Employed,Single,Offer3,Two-Door Car,Medsize,Personal L2,Personal Auto,Branch,5,36,83873,218.374041,76,1,1,2971.919417,No
California,Suburban,Doctor,F,Extended,Employed,Married,Offer4,Four-Door Car,Small,Personal L3,Personal Auto,Agent,15,42,22361,530.667993,95,0,2,11302.60169,No
California,Suburban,Bachelor,F,Extended,Employed,Married,Offer3,Four-Door Car,Small,Corporate L2,Corporate Auto,Agent,2,57,70061,699.517349,99,0,3,7996.597066,No
California,Suburban,High School or Below,M,Basic,Unemployed,Single,Offer1,Four-Door Car,Large,Personal L3,Personal Auto,Agent,6,19,0,525.6,73,0,2,7411.813055,No
Arizona,Urban,Bachelor,F,Extended,Employed,Married,Offer2,Four-Door Car,Medsize,Personal L3,Personal Auto,Call Center,6,0,65742,277.360797,79,0,1,3179.474225,No
Washington,Suburban,Bachelor,M,Basic,Retired,Married,Offer1,Four-Door Car,Medsize,Personal L2,Personal Auto,Branch,19,50,23665,404.817249,67,0,2,22658.53652,Yes
California,Suburban,College,M,Extended,Employed,Married,Offer2,Four-Door Car,Medsize,Personal L3,Personal Auto,Branch,2,76,66457,456,95,0,1,3774.861293,No
Arizona,Urban,Bachelor,F,Basic,Employed,Single,Offer3,SUV,Medsize,Personal L3,Personal Auto,Agent,8,74,82634,324.097433,104,0,3,8224.770259,No
